0000000507,scans,0000000064,DataLength
"header",0000000022,"lines"
"Date",2023-01-20,"Time",2:30:11 PM
"ID","HAL V RC RGA 201 #12263","Version",3
"Scans",3
"Scan ID","Mode","Input","Scanned","Start","Stop","Increment","Dwell","Settle","RS","RelSEM"
"Scan 1","RGA","Faraday","mass",40.00,40.00,0.01,100.000%,100.000%,1.200000,1.000000,
"Scan 2","RGA","Faraday","mass",32.00,32.00,0.01,100.000%,100.000%,0.860000,1.000000,
"Scan 3","RGA","Faraday","mass",28.00,28.00,0.01,100.000%,100.000%,1.000000,1.000000,
"Environment",
"Global","RGA"
"F1",1,"( 1 = on, 0 = off )"
"F2",0,"( 1 = on, 0 = off )"
"cage",3.0,"V"
"delta-m",0,"%"
"electron-energy",70.0,"V"
"emission",500,"uA"
"focus",-90,"V"
"mass",5.50,"amu"
"mode-change-delay",1000,"ms"
"multiplier",910,"V"
"resolution",0,"%"
"Data",3
"Time","ms","Argon","Oxygen","Nitrogen",
00:00:01,      1003,  8.28742e-08,  1.18208e-06,  3.86749e-06,
00:00:01,      1317,  7.18242e-08,  1.18465e-06,  3.87081e-06,
00:00:01,      1630,  7.32975e-08,  1.17309e-06,  3.87523e-06,
00:00:01,      1915,  7.00475e-08,  1.19622e-06,  3.91943e-06,
00:00:06,      6344,  7.08300e-08,  1.20521e-06,  3.95368e-06,
00:00:10,     10774,  7.15433e-08,  1.20907e-06,  3.97689e-06,
00:00:15,     15178,  7.16083e-08,  1.21549e-06,  3.97026e-06,
00:00:19,     19608,  7.16775e-08,  1.21164e-06,  3.98904e-06,
00:00:24,     24038,  7.16958e-08,  1.22706e-06,  3.97578e-06,
00:00:28,     28494,  7.18433e-08,  1.21549e-06,  3.99457e-06,
00:00:32,     32951,  7.19308e-08,  1.22192e-06,  3.98020e-06,
00:00:37,     37381,  7.19583e-08,  1.21678e-06,  3.98904e-06,
00:00:41,     41811,  7.18525e-08,  1.21678e-06,  3.98904e-06,
00:00:46,     46267,  7.19258e-08,  1.22063e-06,  3.99788e-06,
00:00:50,     50697,  7.20408e-08,  1.21421e-06,  4.00230e-06,
00:00:55,     55126,  7.19308e-08,  1.21935e-06,  3.98241e-06,
00:00:59,     59557,  7.19075e-08,  1.21806e-06,  3.98573e-06,
00:01:04,     64013,  7.18800e-08,  1.22063e-06,  3.98904e-06,
00:01:08,     68470,  7.18242e-08,  1.21806e-06,  3.99899e-06,
00:01:12,     72873,  7.19308e-08,  1.22192e-06,  3.98462e-06,
00:01:17,     77330,  7.18800e-08,  1.21935e-06,  3.99457e-06,
00:01:21,     81759,  7.19258e-08,  1.22063e-06,  3.98462e-06,
00:01:26,     86215,  7.19625e-08,  1.21806e-06,  4.00562e-06,
00:01:30,     90672,  7.19025e-08,  1.21806e-06,  3.98352e-06,
00:01:35,     95101,  7.18567e-08,  1.21164e-06,  3.99457e-06,
00:01:39,     99532,  7.19167e-08,  1.22577e-06,  3.98352e-06,
00:01:43,    103987,  7.19533e-08,  1.21678e-06,  3.98904e-06,
00:01:48,    108443,  7.19258e-08,  1.22063e-06,  3.98020e-06,
00:01:52,    112900,  7.19025e-08,  1.22192e-06,  3.99678e-06,
00:01:57,    117089,  7.18658e-08,  1.22320e-06,  3.98131e-06,
00:02:01,    121306,  7.18892e-08,  1.22063e-06,  3.97578e-06,
00:02:05,    125763,  7.43525e-08,  1.22192e-06,  3.96915e-06,
00:02:10,    130219,  7.32658e-08,  1.21035e-06,  3.96031e-06,
00:02:14,    134677,  7.22017e-08,  1.21292e-06,  3.96584e-06,
00:02:19,    139107,  9.29717e-08,  1.17180e-06,  3.86749e-06,
00:02:23,    143563,  2.57741e-07,  1.16666e-06,  3.83987e-06,
00:02:23,    143850,  2.98442e-07,  1.14997e-06,  3.80009e-06,
00:02:24,    144162,  3.57651e-07,  1.14097e-06,  3.75147e-06,
00:02:24,    144474,  4.22846e-07,  1.11784e-06,  3.70616e-06,
00:02:24,    144787,  4.81595e-07,  1.09857e-06,  3.66970e-06,
00:02:25,    145072,  5.31044e-07,  1.08958e-06,  3.62881e-06,
00:02:25,    145358,  5.97160e-07,  1.07545e-06,  3.57356e-06,
00:02:25,    145670,  6.57198e-07,  1.05489e-06,  3.51610e-06,
00:02:25,    145956,  7.37218e-07,  1.03433e-06,  3.46417e-06,
00:02:26,    146216,  7.86023e-07,  1.00375e-06,  3.41886e-06,
00:02:26,    146503,  8.39608e-07,  9.90644e-07,  3.37245e-06,
00:02:26,    146790,  8.89983e-07,  9.82292e-07,  3.33046e-06,
00:02:27,    147077,  9.31692e-07,  9.59935e-07,  3.28626e-06,
00:02:27,    147363,  1.03041e-06,  9.39506e-07,  3.22328e-06,
00:02:27,    147676,  1.08473e-06,  9.23444e-07,  3.16361e-06,
00:02:27,    147963,  1.13538e-06,  8.99931e-07,  3.11720e-06,
00:02:28,    148276,  1.19339e-06,  8.84256e-07,  3.07079e-06,
00:02:28,    148562,  1.23759e-06,  8.72306e-07,  3.03322e-06,
00:02:28,    148875,  1.29377e-06,  8.49821e-07,  2.96692e-06,
00:02:29,    149187,  1.34902e-06,  8.40313e-07,  2.91830e-06,
00:02:29,    149473,  1.38585e-06,  8.32990e-07,  2.90062e-06,
00:02:29,    149733,  1.43465e-06,  8.22067e-07,  2.85089e-06,
00:02:30,    150019,  1.46688e-06,  8.04722e-07,  2.82879e-06,
00:02:30,    150279,  1.48714e-06,  7.93286e-07,  2.79012e-06,
00:02:30,    150538,  1.51661e-06,  7.86477e-07,  2.76470e-06,
00:02:30,    150825,  1.54423e-06,  7.78638e-07,  2.74481e-06,
00:02:31,    151085,  1.57186e-06,  7.67331e-07,  2.71829e-06,
00:02:31,    151372,  1.58659e-06,  7.62192e-07,  2.68735e-06,
00:02:31,    151685,  1.60961e-06,  7.56410e-07,  2.66194e-06,
00:02:31,    151997,  1.63355e-06,  7.49986e-07,  2.64315e-06,
00:02:32,    152310,  1.64828e-06,  7.48829e-07,  2.63652e-06,
00:02:32,    152543,  1.66026e-06,  7.40349e-07,  2.62105e-06,
00:02:32,    152829,  1.66394e-06,  7.43562e-07,  2.61663e-06,
00:02:33,    153115,  1.67407e-06,  7.35081e-07,  2.60006e-06,
00:02:33,    153427,  1.68327e-06,  7.31869e-07,  2.59895e-06,
00:02:33,    153714,  1.68696e-06,  7.29299e-07,  2.59564e-06,
00:02:34,    154027,  1.68327e-06,  7.26729e-07,  2.59453e-06,
00:02:34,    154260,  1.68973e-06,  7.33924e-07,  2.59785e-06,
00:02:34,    154573,  1.68052e-06,  7.29813e-07,  2.59564e-06,
00:02:34,    154859,  1.68512e-06,  7.36623e-07,  2.60227e-06,
00:02:35,    155146,  1.68327e-06,  7.36494e-07,  2.61111e-06,
00:02:35,    155407,  1.66762e-06,  7.37394e-07,  2.61663e-06,
00:02:35,    155667,  1.66210e-06,  7.37779e-07,  2.61995e-06,
00:02:35,    155952,  1.66302e-06,  7.36494e-07,  2.63542e-06,
00:02:36,    156265,  1.65197e-06,  7.44974e-07,  2.64978e-06,
00:02:36,    156552,  1.63632e-06,  7.48315e-07,  2.66304e-06,
00:02:36,    156865,  1.61698e-06,  7.52556e-07,  2.67630e-06,
00:02:37,    157177,  1.60593e-06,  7.58080e-07,  2.68514e-06,
00:02:37,    157464,  1.59303e-06,  7.67460e-07,  2.71056e-06,
00:02:37,    157750,  1.58107e-06,  7.65276e-07,  2.71608e-06,
00:02:38,    158036,  1.56081e-06,  7.66176e-07,  2.72271e-06,
00:02:38,    158322,  1.55528e-06,  7.72600e-07,  2.74702e-06,
00:02:38,    158582,  1.53687e-06,  7.85449e-07,  2.76139e-06,
00:02:38,    158868,  1.52673e-06,  7.86862e-07,  2.77686e-06,
00:02:39,    159154,  1.50188e-06,  7.95471e-07,  2.79012e-06,
00:02:39,    159387,  1.49083e-06,  7.95599e-07,  2.80890e-06,
00:02:39,    159699,  1.47425e-06,  8.09733e-07,  2.82990e-06,
00:02:39,    159985,  1.45583e-06,  8.13073e-07,  2.84426e-06,
00:02:40,    160246,  1.43833e-06,  8.18984e-07,  2.85642e-06,
00:02:40,    160533,  1.41808e-06,  8.20398e-07,  2.87631e-06,
00:02:40,    160819,  1.40243e-06,  8.23095e-07,  2.89841e-06,
00:02:41,    161131,  1.38308e-06,  8.31576e-07,  2.92051e-06,
00:02:41,    161445,  1.35178e-06,  8.35302e-07,  2.93266e-06,
00:02:41,    161704,  1.35362e-06,  8.48407e-07,  2.95366e-06,
00:02:41,    161990,  1.32323e-06,  8.50978e-07,  2.98018e-06,
00:02:42,    162303,  1.29561e-06,  8.60228e-07,  2.99454e-06,
00:02:42,    162563,  1.28456e-06,  8.61514e-07,  3.00780e-06,
00:02:42,    162876,  1.26798e-06,  8.73206e-07,  3.02880e-06,
00:02:43,    163162,  1.24128e-06,  8.77574e-07,  3.05200e-06,
00:02:43,    163474,  1.22747e-06,  8.79630e-07,  3.06416e-06,
00:02:43,    163760,  1.20812e-06,  8.88752e-07,  3.06858e-06,
00:02:44,    164020,  1.18327e-06,  8.96462e-07,  3.08957e-06,
00:02:44,    164306,  1.16208e-06,  9.01987e-07,  3.11720e-06,
00:02:44,    164592,  1.15288e-06,  9.07641e-07,  3.13046e-06,
00:02:44,    164878,  1.12433e-06,  9.15221e-07,  3.15698e-06,
00:02:45,    165191,  1.10868e-06,  9.19847e-07,  3.16803e-06,
00:02:45,    165451,  1.08473e-06,  9.22802e-07,  3.17687e-06,
00:02:45,    165737,  1.07277e-06,  9.27942e-07,  3.19565e-06,
00:02:45,    165997,  1.05895e-06,  9.33723e-07,  3.21223e-06,
00:02:46,    166256,  1.04146e-06,  9.40919e-07,  3.22438e-06,
00:02:46,    166515,  1.02212e-06,  9.42460e-07,  3.25090e-06,
00:02:46,    166802,  1.00186e-06,  9.53576e-07,  3.25974e-06,
00:02:47,    167060,  9.91733e-07,  9.58522e-07,  3.27632e-06,
00:02:47,    167347,  9.70550e-07,  9.55309e-07,  3.28847e-06,
00:02:47,    167606,  9.58583e-07,  9.59550e-07,  3.30284e-06,
00:02:47,    167920,  9.41083e-07,  9.66488e-07,  3.31278e-06,
00:02:48,    168232,  9.21750e-07,  9.66359e-07,  3.32825e-06,
00:02:48,    168545,  9.03333e-07,  9.78180e-07,  3.33488e-06,
00:02:48,    168778,  8.96883e-07,  9.75997e-07,  3.35809e-06,
00:02:49,    169064,  8.72025e-07,  9.86660e-07,  3.36914e-06,
00:02:49,    169377,  8.62817e-07,  9.86660e-07,  3.36140e-06,
00:02:49,    169663,  8.43475e-07,  9.92957e-07,  3.38792e-06,
00:02:49,    169976,  8.27825e-07,  1.00118e-06,  3.41555e-06,
00:02:50,    170262,  8.14933e-07,  1.00247e-06,  3.41886e-06,
00:02:50,    170574,  7.99275e-07,  1.00645e-06,  3.42549e-06,
00:02:50,    170837,  7.85470e-07,  1.01005e-06,  3.43544e-06,
00:02:51,    171097,  7.76262e-07,  1.01172e-06,  3.44428e-06,
00:02:51,    171410,  7.62449e-07,  1.01377e-06,  3.47080e-06,
00:02:51,    171669,  7.49558e-07,  1.01454e-06,  3.47743e-06,
00:02:51,    171902,  7.28838e-07,  1.02315e-06,  3.46859e-06,
00:02:52,    172161,  7.15947e-07,  1.03176e-06,  3.48848e-06,
00:02:52,    172447,  7.00292e-07,  1.03022e-06,  3.49732e-06,
00:02:52,    172735,  6.91361e-07,  1.03754e-06,  3.50837e-06,
00:02:53,    173048,  6.77548e-07,  1.03202e-06,  3.52715e-06,
00:02:53,    173334,  6.62170e-07,  1.04011e-06,  3.53599e-06,
00:02:53,    173647,  6.56369e-07,  1.03844e-06,  3.53710e-06,
00:02:53,    173933,  6.45595e-07,  1.04744e-06,  3.55036e-06,
00:02:54,    174193,  6.33717e-07,  1.04962e-06,  3.55091e-06,
00:02:54,    174452,  6.27179e-07,  1.05437e-06,  3.56914e-06,
00:02:54,    174712,  6.14011e-07,  1.05694e-06,  3.56251e-06,
00:02:55,    175024,  6.05723e-07,  1.05026e-06,  3.57577e-06,
00:02:55,    175311,  5.87399e-07,  1.06298e-06,  3.58019e-06,
00:02:55,    175571,  5.81782e-07,  1.06722e-06,  3.59677e-06,
00:02:55,    175858,  5.68890e-07,  1.06504e-06,  3.60340e-06,
00:02:56,    176145,  5.54893e-07,  1.06093e-06,  3.60340e-06,
00:02:56,    176458,  5.49829e-07,  1.07275e-06,  3.60782e-06,
00:02:56,    176772,  5.40252e-07,  1.07326e-06,  3.62218e-06,
00:02:57,    177058,  5.31136e-07,  1.07686e-06,  3.63102e-06,
00:02:57,    177344,  5.22941e-07,  1.08213e-06,  3.62329e-06,
00:02:57,    177630,  5.16218e-07,  1.08020e-06,  3.64207e-06,
00:02:57,    177889,  5.06734e-07,  1.08046e-06,  3.64760e-06,
00:02:58,    178202,  4.95039e-07,  1.09343e-06,  3.65975e-06,
00:02:58,    178514,  4.89423e-07,  1.08984e-06,  3.66196e-06,
00:02:58,    178827,  4.83345e-07,  1.08842e-06,  3.66859e-06,
00:02:59,    179113,  4.72663e-07,  1.08919e-06,  3.67854e-06,
00:02:59,    179427,  4.61705e-07,  1.08945e-06,  3.67633e-06,
00:02:59,    179686,  4.55168e-07,  1.10217e-06,  3.68627e-06,
00:02:59,    179973,  4.50563e-07,  1.10114e-06,  3.68406e-06,
00:03:00,    180286,  4.44670e-07,  1.09845e-06,  3.69732e-06,
00:03:00,    180573,  4.34725e-07,  1.10114e-06,  3.70285e-06,
00:03:00,    180859,  4.28187e-07,  1.10705e-06,  3.70395e-06,
00:03:01,    181119,  4.18150e-07,  1.10384e-06,  3.72053e-06,
00:03:01,    181405,  4.13638e-07,  1.10641e-06,  3.71169e-06,
00:03:01,    181664,  4.05350e-07,  1.10153e-06,  3.72274e-06,
00:03:01,    181952,  3.96510e-07,  1.11052e-06,  3.72826e-06,
00:03:02,    182264,  3.92367e-07,  1.10667e-06,  3.72495e-06,
00:03:02,    182577,  3.89880e-07,  1.11244e-06,  3.73379e-06,
00:03:02,    182865,  3.78462e-07,  1.11733e-06,  3.73710e-06,
00:03:03,    183126,  3.72937e-07,  1.11527e-06,  3.74042e-06,
00:03:03,    183438,  3.64649e-07,  1.11887e-06,  3.74484e-06,
00:03:03,    183751,  3.61795e-07,  1.11553e-06,  3.75589e-06,
00:03:04,    184037,  3.55441e-07,  1.12440e-06,  3.75589e-06,
00:03:04,    184322,  3.50008e-07,  1.12080e-06,  3.76804e-06,
00:03:04,    184608,  3.43286e-07,  1.12697e-06,  3.76141e-06,
